microcanonical number of states:
    E, kcal/mol          rxn_1          rxn_2          rxn_3          rxn_4         rxn_24     rxn_eor2_1     rxn_eor2_3     rxn_eor2_6     rxn_eor2_8     rxn_eor5_1         rxn_21         rxn_31     rxn_eor5_4
             31    3.50129e+24       0.322486    1.43821e+08        89.0613
             32    5.17252e+24       0.501779    1.55165e+08        144.977
             33    7.60315e+24       0.769512    1.66994e+08        229.127
             34    1.11216e+25        1.16294    1.79309e+08        352.684
             35    1.61915e+25        1.73205    1.92111e+08        530.138
             36    2.34645e+25        2.54277      2.054e+08        779.976
             37    3.38528e+25         3.6808    2.19177e+08        1125.43
             38    4.86288e+25        5.25592    2.33441e+08        1595.33
             39    6.95597e+25         7.4069    2.48191e+08        2224.96
             40    9.90915e+25         10.307    2.63428e+08        3057.12
             41    1.40597e+26        14.1702    2.79149e+08        4143.11
             42    1.98712e+26        19.2576    2.95355e+08        5543.87
             43    2.79783e+26        25.8853    3.12043e+08         7331.2
             44    3.92473e+26        34.4318    3.29213e+08        9588.98
             45    5.48566e+26        45.3468    3.46862e+08        12414.5
             46    7.64042e+26        59.1602    3.64988e+08        15919.8
             47     1.0605e+27        76.4918    3.83591e+08        20233.2
             48    1.46705e+27        98.0614    4.02666e+08        25500.5
             49     2.0228e+27          124.7    4.22214e+08        31886.7
             50    2.78014e+27        157.359     4.4223e+08        39577.6
             51    3.80908e+27        197.124    4.62713e+08        48781.1
             52    5.20285e+27        245.226     4.8366e+08          59729
             53    7.08533e+27        303.053    5.05069e+08        72678.4
             54    9.62064e+27        372.163    5.26937e+08        87913.5
             55    1.30257e+28        454.296    5.49261e+08         105747
             56    1.75864e+28        551.389    5.72038e+08         126523
             57    2.36786e+28        665.586    5.95266e+08         150615
             58    3.17954e+28        799.253    6.18942e+08         178432
             59    4.25818e+28        954.992    6.43062e+08         210418
             60      5.688e+28        1135.65    6.67624e+08         247053
             61    7.57865e+28        1344.35    6.92625e+08         288856
             62    1.00726e+29        1584.46    7.18061e+08         336385
             63    1.33547e+29        1859.67     7.4393e+08         390238
             64    1.76638e+29        2173.95    7.70228e+08         451059
             65    2.33084e+29        2531.58    7.96953e+08         519534
             66    3.06859e+29        2937.19    8.24101e+08         596395
             67    4.03071e+29        3395.72    8.51669e+08         682420
             68    5.28273e+29        3912.48    8.79654e+08         778436
             69    6.90855e+29        4493.13    9.08052e+08         885320
             70    9.01538e+29        5143.72    9.36861e+08      1.004e+06
             71    1.17399e+30        5870.65    9.66077e+08    1.13545e+06
             72    1.52562e+30        6680.74    9.95698e+08    1.28071e+06
             73    1.97854e+30        7581.23    1.02572e+09    1.44086e+06
             74    2.56078e+30        8579.73    1.05614e+09    1.61704e+06
             75    3.30785e+30        9684.31    1.08695e+09    1.81044e+06
             76    4.26461e+30        10903.5    1.11816e+09    2.02233e+06
             77    5.48765e+30        12246.1    1.14975e+09    2.25401e+06
             78    7.04824e+30        13721.6    1.18173e+09    2.50685e+06
             79    9.03596e+30        15339.8    1.21409e+09    2.78228e+06
             80    1.15633e+31          17111    1.24683e+09    3.08178e+06
             81    1.47711e+31          19046    1.27994e+09    3.40691e+06
             82    1.88358e+31        21155.9    1.31343e+09    3.75927e+06
             83    2.39774e+31        23452.6    1.34729e+09    4.14053e+06
             84    3.04707e+31        25948.1    1.38151e+09    4.55242e+06
             85    3.86575e+31        28655.2     1.4161e+09    4.99673e+06
             86    4.89631e+31          31587    1.45104e+09    5.47533e+06
             87    6.19153e+31        34757.2    1.48635e+09    5.99012e+06
             88    7.81685e+31        38179.9      1.522e+09    6.54309e+06
             89    9.85325e+31        41869.9    1.55801e+09    7.13627e+06
             90    1.24009e+32        45842.2    1.59437e+09    7.77178e+06
             91    1.55833e+32        50112.5    1.63107e+09    8.45179e+06
             92    1.95528e+32        54696.9    1.66812e+09    9.17851e+06
             93     2.4497e+32        59612.1     1.7055e+09    9.95425e+06
             94    3.06463e+32        64875.2    1.74322e+09    1.07814e+07
             95    3.82839e+32        70503.9    1.78128e+09    1.16623e+07
             96    4.77565e+32        76516.2    1.81966e+09    1.25994e+07
             97    5.94892e+32        82930.9    1.85837e+09    1.35954e+07
             98    7.40015e+32          89767    1.89741e+09    1.46528e+07
             99    9.19279e+32        97044.2    1.93677e+09    1.57742e+07
            100    1.14043e+33         104782    1.97645e+09    1.69625e+07
            101    1.41289e+33         113002    2.01645e+09    1.82203e+07
            102    1.74814e+33         121725    2.05676e+09    1.95506e+07
            103    2.16014e+33         130972    2.09738e+09    2.09562e+07
            104    2.66581e+33         140765    2.13831e+09      2.244e+07
            105    3.28569e+33         151126    2.17955e+09    2.40052e+07
            106    4.04466e+33         162080    2.22109e+09    2.56547e+07
            107    4.97281e+33         173648    2.26294e+09    2.73918e+07
            108    6.10651e+33         185854    2.30508e+09    2.92195e+07
            109    7.48965e+33         198724    2.34751e+09    3.11412e+07
            110    9.17516e+33         212281    2.39024e+09    3.31601e+07
            111    1.12268e+34         226550    2.43326e+09    3.52796e+07
            112    1.37213e+34         241557    2.47657e+09    3.75031e+07
            113    1.67509e+34         257329    2.52016e+09    3.98341e+07
            114    2.04263e+34         273890    2.56404e+09    4.22759e+07
            115    2.48804e+34         291268     2.6082e+09    4.48323e+07
            116    3.02722e+34         309491    2.65263e+09    4.75068e+07
            117    3.67923e+34         328584    2.69734e+09     5.0303e+07
            118    4.46685e+34         348577    2.74233e+09    5.32247e+07
            119     5.4173e+34         369496    2.78759e+09    5.62755e+07
            120    6.56308e+34         391372    2.83312e+09    5.94594e+07
            121    7.94292e+34         414232    2.87891e+09    6.27801e+07
            122    9.60297e+34         438105    2.92497e+09    6.62415e+07
            123    1.15982e+35         463022    2.97129e+09    6.98475e+07
            124    1.39938e+35         489012    3.01787e+09    7.36021e+07
            125    1.68675e+35         516105    3.06471e+09    7.75093e+07
            126    2.03113e+35         544331     3.1118e+09    8.15731e+07
            127    2.44345e+35         573721    3.15915e+09    8.57976e+07
            128    2.93664e+35         604306    3.20675e+09    9.01869e+07
            129    3.52601e+35         636117    3.25459e+09    9.47452e+07
            130     4.2297e+35         669186    3.30269e+09    9.94767e+07
            131    5.06909e+35         703544    3.35103e+09    1.04386e+08
            132    6.06948e+35         739223    3.39961e+09    1.09476e+08
            133    7.26067e+35         776255    3.44844e+09    1.14752e+08
            134    8.67781e+35         814673     3.4975e+09    1.20219e+08
            135    1.03623e+36         854509     3.5468e+09     1.2588e+08
            136    1.23629e+36         895796    3.59634e+09    1.31741e+08
            137    1.47368e+36         938567    3.64611e+09    1.37804e+08
            138    1.75514e+36         982855     3.6961e+09    1.44076e+08
            139    2.08857e+36    1.02869e+06    3.74633e+09    1.50559e+08
            140    2.48323e+36    1.07611e+06    3.79679e+09     1.5726e+08
            141       2.95e+36    1.12515e+06    3.84747e+09    1.64181e+08
            142     3.5016e+36    1.17584e+06    3.89838e+09    1.71329e+08
            143    4.15293e+36    1.22821e+06     3.9495e+09    1.78706e+08
            144    4.92141e+36    1.28231e+06    4.00085e+09    1.86319e+08
            145     5.8274e+36    1.33815e+06    4.05242e+09    1.94171e+08
            146    6.89468e+36    1.39578e+06     4.1042e+09    2.02267e+08
            147    8.15099e+36    1.45523e+06    4.15619e+09    2.10612e+08
            148    9.62869e+36    1.51654e+06     4.2084e+09     2.1921e+08
            149    1.13655e+37    1.57974e+06    4.26082e+09    2.28066e+08
            150    1.34053e+37    1.64486e+06    4.31345e+09    2.37185e+08
            151    1.57992e+37    1.71194e+06    4.36629e+09    2.46571e+08
            152    1.86066e+37    1.78101e+06    4.41933e+09    2.56229e+08
            153    2.18965e+37    1.85211e+06    4.47258e+09    2.66164e+08
            154    2.57491e+37    1.92527e+06    4.52603e+09    2.76381e+08
            155    3.02575e+37    2.00052e+06    4.57968e+09    2.86883e+08
            156    3.55296e+37    2.07791e+06    4.63353e+09    2.97677e+08
            157    4.16903e+37    2.15747e+06    4.68758e+09    3.08766e+08
            158    4.88846e+37    2.23922e+06    4.74182e+09    3.20156e+08
            159      5.728e+37    2.32321e+06    4.79626e+09     3.3185e+08
            160    6.70704e+37    2.40947e+06    4.85089e+09    3.43855e+08
            161      7.848e+37    2.49803e+06    4.90572e+09    3.56175e+08
            162    9.17676e+37    2.58893e+06    4.96073e+09    3.68813e+08
            163    1.07232e+38     2.6822e+06    5.01593e+09    3.81777e+08
            164    1.25219e+38    2.77788e+06    5.07132e+09    3.95069e+08
            165    1.46125e+38      2.876e+06    5.12689e+09    4.08695e+08
            166    1.70409e+38     2.9766e+06    5.18265e+09    4.22659e+08
            167    1.98598e+38     3.0797e+06    5.23859e+09    4.36967e+08
            168    2.31301e+38    3.18535e+06    5.29472e+09    4.51623e+08
            169    2.69215e+38    3.29358e+06    5.35102e+09    4.66632e+08
            170    3.13145e+38    3.40442e+06     5.4075e+09    4.81998e+08
            171    3.64012e+38    3.51791e+06    5.46416e+09    4.97727e+08
            172    4.22878e+38    3.63407e+06    5.52099e+09    5.13823e+08
            173    4.90958e+38    3.75295e+06      5.578e+09    5.30291e+08
            174    5.69647e+38    3.87457e+06    5.63518e+09    5.47136e+08
            175    6.60546e+38    3.99897e+06    5.69253e+09    5.64362e+08
            176    7.65485e+38    4.12619e+06    5.75005e+09    5.81974e+08
            177    8.86563e+38    4.25625e+06    5.80774e+09    5.99977e+08
            178    1.02618e+39    4.38919e+06     5.8656e+09    6.18376e+08
            179    1.18709e+39    4.52504e+06    5.92363e+09    6.37175e+08
            180    1.37242e+39    4.66383e+06    5.98182e+09    6.56379e+08
            181    1.58576e+39     4.8056e+06    6.04017e+09    6.75993e+08
            182    1.83122e+39    4.95038e+06    6.09869e+09    6.96021e+08
            183    2.11346e+39     5.0982e+06    6.15736e+09    7.16468e+08
            184    2.43783e+39    5.24909e+06     6.2162e+09    7.37338e+08
            185    2.81039e+39    5.40309e+06     6.2752e+09    7.58637e+08
            186    3.23809e+39    5.56023e+06    6.33435e+09    7.80369e+08
            187    3.72882e+39    5.72053e+06    6.39366e+09    8.02539e+08
            188    4.29157e+39    5.88403e+06    6.45313e+09     8.2515e+08
            189    4.93656e+39    6.05076e+06    6.51275e+09    8.48209e+08
            190    5.67542e+39    6.22075e+06    6.57252e+09    8.71719e+08
            191    6.52138e+39    6.39403e+06    6.63244e+09    8.95684e+08
            192    7.48946e+39    6.57063e+06    6.69252e+09     9.2011e+08
            193    8.59672e+39    6.75058e+06    6.75274e+09    9.45001e+08
            194    9.86252e+39    6.93392e+06    6.81312e+09    9.70361e+08
            195    1.13088e+40    7.12067e+06    6.87364e+09    9.96195e+08
            196    1.29606e+40    7.31086e+06     6.9343e+09    1.02251e+09
            197     1.4846e+40    7.50451e+06    6.99511e+09     1.0493e+09
            198    1.69971e+40    7.70167e+06    7.05607e+09    1.07659e+09
            199      1.945e+40    7.90236e+06    7.11717e+09    1.10436e+09
well = w_5
    E, kcal/mol    D, mol/kcal       w_5->w_3  w_5->w_eor2_1      w_5->pr_8
              0              0            ***            ***            ***
              1              0            ***            ***            ***
              2         493816    2.06892e-20              0              0
              3    7.72263e+07    2.50047e-15              0              0
              4    1.03031e+09    1.19378e-12              0    2.01454e-21
              5    7.18686e+09    2.06927e-10              0    8.94805e-14
              6    3.64176e+10    1.98477e-08              0    1.38168e-09
              7    1.51795e+11    1.25666e-06    3.56367e-26    3.04347e-06
              8    5.52023e+11    5.81131e-05    1.02655e-24     0.00229909
              9    1.80995e+12     0.00209594    1.13115e-23       0.853748
             10    5.46396e+12      0.0616823    1.08627e-22        188.912
             11    1.54112e+13        1.53036    1.05085e-21        27673.8
             12    4.10469e+13        32.8062    1.04519e-20    1.55423e+06
             13    1.04069e+14        618.816    1.06616e-19    1.70314e+07
             14    2.52743e+14        10125.1    1.10974e-18    8.03166e+07
             15    5.90931e+14         107285    1.17344e-17    2.46119e+08
             16    1.33557e+15         564863    1.25592e-16    5.85219e+08
             17    2.92784e+15    1.87593e+06    1.35658e-15    1.18123e+09
             18    6.24331e+15    4.73956e+06     1.4752e-14    2.12814e+09
             19    1.29815e+16    1.00545e+07    1.61178e-13    3.52742e+09
             20    2.63748e+16    1.89163e+07    1.76632e-12    5.48506e+09
             21    5.24557e+16     3.2594e+07    1.93875e-11    8.10917e+09
             22    1.02288e+17    5.24983e+07    2.12881e-10     1.1508e+10
             23    1.95839e+17    8.01533e+07    2.33593e-09    1.57881e+10
             24    3.68594e+17    1.17168e+08    2.55921e-08    2.10535e+10
             25    6.82739e+17    1.65212e+08     2.7973e-07    2.74041e+10
             26     1.2458e+18    2.25984e+08    3.04841e-06    3.49352e+10
             27    2.24141e+18    3.01195e+08    3.31022e-05    4.37369e+10
             28    3.97943e+18    3.92548e+08    0.000357991    5.38939e+10
             29    6.97697e+18    5.01718e+08     0.00385362     6.5485e+10
             30    1.20878e+19    6.30344e+08       0.041171    7.85832e+10
             31    2.07077e+19    7.80013e+08       0.420061    9.32559e+10
             32    3.50963e+19    9.52254e+08        3.26903    1.09564e+11
             33    5.88788e+19    1.14853e+09          16.22    1.27565e+11
             34    9.78212e+19    1.37024e+09        56.9461    1.47308e+11
             35    1.61018e+20     1.6187e+09        159.724    1.68838e+11
             36    2.62699e+20    1.89517e+09        385.326    1.92196e+11
             37    4.24965e+20    2.20081e+09        833.183    2.17418e+11
             38     6.8188e+20    2.53671e+09        1655.43    2.44535e+11
             39     1.0856e+21    2.90391e+09        3073.74    2.73573e+11
             40     1.7154e+21    3.30336e+09        5398.55    3.04556e+11
             41    2.69108e+21    3.73591e+09           9050    3.37502e+11
             42    4.19246e+21    4.20239e+09        14580.3    3.72428e+11
             43    6.48786e+21    4.70354e+09        22697.8    4.09345e+11
             44    9.97535e+21    5.24002e+09        34291.3    4.48262e+11
             45    1.52422e+22    5.81245e+09        50456.2    4.89187e+11
             46    2.31499e+22    6.42138e+09        72519.1    5.32122e+11
             47    3.49562e+22     7.0673e+09         102064    5.77068e+11
             48     5.2487e+22    7.75066e+09         140957    6.24026e+11
             49    7.83811e+22    8.47184e+09         191372     6.7299e+11
             50    1.16433e+23    9.23117e+09         255813    7.23956e+11
             51    1.72075e+23     1.0029e+10         337136    7.76917e+11
             52    2.53047e+23    1.08654e+10         438574    8.31863e+11
             53    3.70332e+23    1.17408e+10         563753    8.88785e+11
             54    5.39445e+23    1.26553e+10         716713     9.4767e+11
             55    7.82218e+23     1.3609e+10         901924    1.00851e+12
             56    1.12924e+24    1.46019e+10     1.1243e+06    1.07128e+12
             57    1.62323e+24    1.56342e+10    1.38922e+06    1.13597e+12
             58    2.32356e+24    1.67059e+10    1.70254e+06    1.20256e+12
             59    3.31251e+24     1.7817e+10    2.07057e+06    1.27105e+12
             60    4.70368e+24    1.89674e+10    2.50014e+06    1.34139e+12
             61    6.65331e+24    2.01571e+10    2.99856e+06    1.41359e+12
             62    9.37562e+24    2.13861e+10    3.57366e+06    1.48762e+12
             63    1.31633e+25    2.26541e+10    4.23376e+06    1.56345e+12
             64     1.8415e+25    2.39612e+10    4.98769e+06    1.64108e+12
             65    2.56718e+25    2.53071e+10    5.84479e+06    1.72046e+12
             66    3.56662e+25    2.66918e+10    6.81492e+06     1.8016e+12
             67    4.93864e+25     2.8115e+10    7.90844e+06    1.88445e+12
             68    6.81616e+25    2.95765e+10    9.13619e+06      1.969e+12
             69    9.37749e+25    3.10761e+10    1.05095e+07    2.05523e+12
             70    1.28611e+26    3.26137e+10    1.20403e+07    2.14312e+12
             71    1.75852e+26    3.41889e+10    1.37409e+07    2.23263e+12
             72    2.39728e+26    3.58016e+10    1.56241e+07    2.32374e+12
             73    3.25853e+26    3.74515e+10    1.77031e+07    2.41644e+12
             74    4.41656e+26    3.91383e+10    1.99917e+07     2.5107e+12
             75    5.96938e+26    4.08617e+10    2.25041e+07    2.60649e+12
             76    8.04608e+26    4.26215e+10    2.52549e+07    2.70379e+12
             77    1.08161e+27    4.44173e+10    2.82591e+07    2.80258e+12
             78    1.45016e+27     4.6249e+10    3.15322e+07    2.90283e+12
             79    1.93928e+27    4.81161e+10    3.50901e+07    3.00452e+12
             80    2.58682e+27    5.00184e+10    3.89489e+07    3.10762e+12
             81    3.44202e+27    5.19555e+10    4.31253e+07    3.21212e+12
             82    4.56881e+27    5.39271e+10    4.76362e+07    3.31798e+12
             83    6.05001e+27     5.5933e+10     5.2499e+07    3.42518e+12
             84    7.99265e+27    5.79727e+10    5.77313e+07     3.5337e+12
             85    1.05348e+28     6.0046e+10     6.3351e+07    3.64352e+12
             86    1.38542e+28    6.21526e+10    6.93764e+07    3.75461e+12
             87    1.81791e+28     6.4292e+10    7.58259e+07    3.86695e+12
             88    2.38022e+28    6.64639e+10    8.27185e+07    3.98051e+12
             89     3.1098e+28     6.8668e+10     9.0073e+07    4.09528e+12
             90    4.05447e+28    7.09041e+10    9.79089e+07    4.21122e+12
             91    5.27519e+28    7.31716e+10    1.06246e+08    4.32833e+12
             92    6.84951e+28    7.54703e+10    1.15103e+08    4.44657e+12
             93    8.87593e+28    7.77999e+10      1.245e+08    4.56592e+12
             94    1.14793e+29      8.016e+10    1.34458e+08    4.68637e+12
             95    1.48176e+29    8.25502e+10    1.44997e+08    4.80788e+12
             96    1.90904e+29    8.49702e+10    1.56136e+08    4.93045e+12
             97    2.45493e+29    8.74197e+10    1.67897e+08    5.05404e+12
             98    3.15113e+29    8.98984e+10    1.80301e+08    5.17863e+12
             99    4.03745e+29    9.24058e+10    1.93367e+08    5.30421e+12
            100    5.16385e+29    9.49417e+10    2.07117e+08    5.43076e+12
            101    6.59293e+29    9.75056e+10    2.21571e+08    5.55825e+12
            102    8.40299e+29    1.00097e+11    2.36751e+08    5.68666e+12
            103    1.06918e+30    1.02717e+11    2.52677e+08    5.81597e+12
            104    1.35813e+30    1.05363e+11    2.69371e+08    5.94617e+12
            105    1.72232e+30    1.08036e+11    2.86854e+08    6.07724e+12
            106    2.18062e+30    1.10735e+11    3.05146e+08    6.20915e+12
            107    2.75647e+30    1.13461e+11    3.24269e+08    6.34189e+12
            108    3.47889e+30    1.16212e+11    3.44243e+08    6.47543e+12
            109    4.38382e+30    1.18989e+11     3.6509e+08    6.60976e+12
            110    5.51568e+30    1.21791e+11    3.86831e+08    6.74487e+12
            111    6.92931e+30    1.24618e+11    4.09487e+08    6.88073e+12
            112    8.69229e+30    1.27469e+11    4.33078e+08    7.01732e+12
            113    1.08878e+31    1.30344e+11    4.57625e+08    7.15463e+12
            114    1.36182e+31    1.33244e+11     4.8315e+08    7.29264e+12
            115    1.70089e+31    1.36166e+11    5.09672e+08    7.43134e+12
            116     2.1214e+31    1.39112e+11    5.37213e+08     7.5707e+12
            117     2.6422e+31    1.42081e+11    5.65793e+08    7.71072e+12
            118    3.28634e+31    1.45073e+11    5.95431e+08    7.85136e+12
            119      4.082e+31    1.48087e+11    6.26149e+08    7.99263e+12
            120    5.06353e+31    1.51123e+11    6.57967e+08     8.1345e+12
            121    6.27282e+31    1.54181e+11    6.90904e+08    8.27695e+12
            122    7.76082e+31     1.5726e+11     7.2498e+08    8.41998e+12
            123    9.58948e+31     1.6036e+11    7.60215e+08    8.56356e+12
            124     1.1834e+32    1.63481e+11    7.96629e+08    8.70768e+12
            125    1.45857e+32    1.66623e+11     8.3424e+08    8.85233e+12
            126     1.7955e+32    1.69784e+11    8.73069e+08    8.99749e+12
            127    2.20757e+32    1.72966e+11    9.13133e+08    9.14315e+12
            128    2.71095e+32    1.76168e+11    9.54453e+08    9.28929e+12
            129    3.32516e+32    1.79389e+11    9.97046e+08     9.4359e+12
            130    4.07373e+32    1.82629e+11    1.04093e+09    9.58297e+12
            131    4.98504e+32    1.85889e+11    1.08613e+09    9.73048e+12
            132    6.09324e+32    1.89166e+11    1.13265e+09    9.87842e+12
            133    7.43936e+32    1.92463e+11    1.18052e+09    1.00268e+13
            134    9.07271e+32    1.95777e+11    1.22975e+09    1.01755e+13
            135    1.10525e+33    1.99109e+11    1.28037e+09    1.03247e+13
            136    1.34495e+33    2.02459e+11    1.33238e+09    1.04742e+13
            137    1.63488e+33    2.05826e+11    1.38581e+09    1.06241e+13
            138    1.98518e+33     2.0921e+11    1.44067e+09    1.07744e+13
            139    2.40801e+33    2.12612e+11    1.49698e+09     1.0925e+13
            140    2.91784e+33    2.16029e+11    1.55476e+09    1.10759e+13
            141    3.53199e+33    2.19463e+11    1.61402e+09    1.12271e+13
            142    4.27104e+33    2.22914e+11    1.67477e+09    1.13787e+13
            143    5.15954e+33     2.2638e+11    1.73704e+09    1.15305e+13
            144    6.22666e+33    2.29861e+11    1.80084e+09    1.16827e+13
            145    7.50709e+33    2.33359e+11    1.86618e+09    1.18351e+13
            146    9.04202e+33    2.36871e+11    1.93308e+09    1.19878e+13
            147    1.08803e+34    2.40398e+11    2.00155e+09    1.21407e+13
            148    1.30798e+34    2.43941e+11    2.07161e+09    1.22939e+13
            149    1.57092e+34    2.47497e+11    2.14328e+09    1.24473e+13
            150    1.88495e+34    2.51068e+11    2.21656e+09     1.2601e+13
            151    2.25967e+34    2.54653e+11    2.29147e+09    1.27548e+13
            152    2.70642e+34    2.58252e+11    2.36802e+09    1.29089e+13
            153    3.23856e+34    2.61865e+11    2.44623e+09    1.30631e+13
            154    3.87188e+34    2.65491e+11    2.52611e+09    1.32176e+13
            155    4.62494e+34     2.6913e+11    2.60767e+09    1.33722e+13
            156    5.51965e+34    2.72783e+11    2.69093e+09     1.3527e+13
            157    6.58173e+34    2.76448e+11    2.77589e+09     1.3682e+13
            158    7.84146e+34    2.80126e+11    2.86258e+09    1.38371e+13
            159    9.33437e+34    2.83817e+11    2.95099e+09    1.39923e+13
            160    1.11022e+35    2.87519e+11    3.04115e+09    1.41477e+13
            161    1.31938e+35    2.91234e+11    3.13306e+09    1.43032e+13
            162    1.56666e+35    2.94961e+11    3.22674e+09    1.44589e+13
            163    1.85877e+35    2.98699e+11     3.3222e+09    1.46146e+13
            164    2.20356e+35    3.02449e+11    3.41944e+09    1.47705e+13
            165    2.61023e+35     3.0621e+11    3.51848e+09    1.49264e+13
            166     3.0895e+35    3.09982e+11    3.61932e+09    1.50825e+13
            167    3.65391e+35    3.13766e+11    3.72199e+09    1.52386e+13
            168    4.31808e+35     3.1756e+11    3.82648e+09    1.53948e+13
            169    5.09906e+35    3.21365e+11     3.9328e+09    1.55511e+13
            170     6.0167e+35     3.2518e+11    4.04097e+09    1.57074e+13
            171    7.09414e+35    3.29006e+11      4.151e+09    1.58638e+13
            172    8.35828e+35    3.32841e+11    4.26289e+09    1.60202e+13
            173     9.8404e+35    3.36687e+11    4.37665e+09    1.61767e+13
            174    1.15769e+36    3.40542e+11    4.49229e+09    1.63332e+13
            175    1.36098e+36    3.44407e+11    4.60982e+09    1.64897e+13
            176    1.59884e+36    3.48282e+11    4.72925e+09    1.66463e+13
            177    1.87692e+36    3.52166e+11    4.85058e+09    1.68028e+13
            178    2.20181e+36    3.56059e+11    4.97382e+09    1.69594e+13
            179    2.58113e+36    3.59961e+11    5.09898e+09     1.7116e+13
            180    3.02371e+36    3.63871e+11    5.22606e+09    1.72726e+13
            181    3.53974e+36    3.67791e+11    5.35508e+09    1.74291e+13
            182    4.14103e+36    3.71719e+11    5.48603e+09    1.75857e+13
            183    4.84118e+36    3.75656e+11    5.61893e+09    1.77422e+13
            184    5.65594e+36      3.796e+11    5.75377e+09    1.78988e+13
            185    6.60344e+36    3.83553e+11    5.89058e+09    1.80552e+13
            186     7.7046e+36    3.87514e+11    6.02935e+09    1.82117e+13
            187    8.98355e+36    3.91483e+11    6.17008e+09    1.83681e+13
            188     1.0468e+37     3.9546e+11    6.31279e+09    1.85245e+13
            189      1.219e+37    3.99444e+11    6.45747e+09    1.86808e+13
            190    1.41863e+37    4.03435e+11    6.60414e+09    1.88371e+13
            191    1.64991e+37    4.07434e+11     6.7528e+09    1.89933e+13
            192    1.91771e+37     4.1144e+11    6.90344e+09    1.91494e+13
            193    2.22759e+37    4.15453e+11    7.05609e+09    1.93055e+13
            194    2.58596e+37    4.19473e+11    7.21073e+09    1.94615e+13
            195    3.00016e+37      4.235e+11    7.36738e+09    1.96174e+13
            196    3.47861e+37    4.27533e+11    7.52603e+09    1.97732e+13
            197    4.03095e+37    4.31573e+11     7.6867e+09     1.9929e+13
            198    4.66823e+37     4.3562e+11    7.84938e+09    2.00847e+13
            199    5.40309e+37    4.39672e+11    8.01408e+09    2.02402e+13
well = w_16
    E, kcal/mol    D, mol/kcal      w_16->w_4     w_16->pr_8
              0    6.19403e+15    1.91932e+07              0
              1    1.36398e+16    3.12066e+07              0
              2    2.92108e+16    4.72367e+07              0
              3    6.09854e+16    6.77118e+07              0
              4    1.24384e+17    9.30018e+07    1.95407e-22
              5    2.48283e+17    1.23419e+08    3.76798e-15
              6    4.85812e+17    1.59218e+08    2.39276e-11
              7    9.33124e+17    2.00599e+08    2.50373e-08
              8    1.76159e+18     2.4772e+08    1.01839e-05
              9    3.27224e+18    3.00695e+08     0.00225101
             10    5.98688e+18    3.59604e+08       0.310473
             11    1.07984e+19    4.24496e+08        14.4263
             12    1.92168e+19    4.95393e+08        172.157
             13    3.37663e+19    5.72292e+08        1000.85
             14    5.86224e+19    6.55173e+08        3902.12
             15    1.00621e+20       7.44e+08        11875.1
             16    1.70847e+20    8.38722e+08        30541.2
             17    2.87107e+20    9.39278e+08        69474.7
             18    4.77759e+20     1.0456e+09         143834
             19    7.87583e+20     1.1576e+09         276283
             20    1.28673e+21     1.2752e+09         499174
             21    2.08422e+21    1.39831e+09         856954
             22    3.34831e+21    1.52684e+09    1.40875e+06
             23    5.33675e+21    1.66069e+09    2.23107e+06
             24    8.44173e+21    1.79976e+09    3.42066e+06
             25    1.32561e+22    1.94396e+09     5.0973e+06
             26    2.06706e+22    2.09319e+09    7.40668e+06
             27    3.20147e+22    2.24735e+09    1.05232e+07
             28    4.92621e+22    2.40633e+09    1.46528e+07
             29    7.53256e+22    2.57005e+09    2.00355e+07
             30     1.1448e+23     2.7384e+09    2.69479e+07
             31    1.72968e+23    2.91129e+09    3.57057e+07
             32    2.59855e+23    3.08862e+09    4.66658e+07
             33    3.88246e+23    3.27029e+09    6.02283e+07
             34    5.76989e+23    3.45623e+09    7.68384e+07
             35    8.53067e+23    3.64633e+09    9.69881e+07
             36    1.25494e+24    3.84051e+09    1.21218e+08
             37    1.83717e+24    4.03868e+09    1.50116e+08
             38    2.67687e+24    4.24076e+09    1.84325e+08
             39    3.88249e+24    4.44666e+09    2.24534e+08
             40    5.60605e+24     4.6563e+09    2.71488e+08
             41    8.05972e+24     4.8696e+09    3.25982e+08
             42    1.15385e+25     5.0865e+09    3.88864e+08
             43    1.64511e+25     5.3069e+09    4.61038e+08
             44    2.33617e+25    5.53073e+09    5.43457e+08
             45     3.3046e+25    5.75793e+09    6.37128e+08
             46    4.65675e+25    5.98843e+09     7.4311e+08
             47    6.53789e+25    6.22215e+09    8.62515e+08
             48    9.14581e+25    6.45903e+09    9.96505e+08
             49    1.27489e+26      6.699e+09    1.14629e+09
             50    1.77105e+26    6.94201e+09    1.31314e+09
             51    2.45203e+26    7.18798e+09    1.49836e+09
             52     3.3837e+26    7.43686e+09     1.7033e+09
             53     4.6544e+26    7.68859e+09    1.92938e+09
             54    6.38222e+26    7.94311e+09    2.17804e+09
             55    8.72461e+26    8.20037e+09    2.45077e+09
             56    1.18909e+27    8.46032e+09    2.74912e+09
             57    1.61587e+27    8.72289e+09    3.07465e+09
             58    2.18952e+27    8.98804e+09    3.42899e+09
             59    2.95847e+27    9.25572e+09    3.81378e+09
             60    3.98645e+27    9.52588e+09    4.23073e+09
             61    5.35713e+27    9.79847e+09    4.68154e+09
             62    7.18004e+27    1.00734e+10    5.16799e+09
             63    9.59828e+27    1.03508e+10    5.69186e+09
             64    1.27984e+28    1.06304e+10    6.25497e+09
